"Species2","Sahara","Arabian","Thar","Gobi","Chihuahuan","Great_Basin","Kalahari","Atacama","Patagonian","Great_Australian","Family2","Order2","Avibase.ID2","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle"
"Onychoprion fuscatus",0,0,0,0,0,0,0,0,0,1,"Laridae","Charadriiformes","AVIBASE-3E7F825D",9,4,5,0,8,47.9,29.3,5.4,8.1,21,280.7,189.1,91.1,67.5,152.1,185.7,"Dunning","NA","NO","NA","NA","Marine",3,"2","Carnivore","Aquatic predator","Aerial"
"Oreoica gutturalis",0,0,0,0,0,0,0,0,0,1,"Oreoicidae","Passeriformes","AVIBASE-588549DA",10,6,4,0,4,20.3,11.4,5.9,7.8,27.2,101.2,24.3,76.2,24.2,78.3,62.8,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Terrestrial"
"Oreopholus ruficollis",0,0,0,0,0,0,0,1,1,0,"Charadriidae","Charadriiformes","AVIBASE-C9754B38",7,3,4,0,4,33.2,18.9,3.7,3.6,49.3,162.7,89,71.2,55.6,76.6,131,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Oreortyx pictus",0,0,0,0,0,1,0,0,0,0,"Odontophoridae","Galliformes","AVIBASE-171E91FF",5,2,3,0,4,15.4,8.7,6.6,8,35,134,41.4,89.8,31.6,73,233,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Omnivore","Terrestrial"
"Oreoscoptes montanus",0,0,0,0,1,1,0,0,0,0,"Mimidae","Passeriformes","AVIBASE-F6DF700B",6,3,3,0,4,20.8,12.1,4.4,5.3,29.4,97.7,25.4,72.3,26,96,44.2,"Dunning","NA","NO","NA","NA","Shrubland",3,"3","Carnivore","Invertivore","Terrestrial"
"Oreotrochilus estella",0,0,0,0,0,0,0,1,0,0,"Trochilidae","Caprimulgiformes","AVIBASE-0DA1CA5D",8,4,4,0,4,25,18.8,2.6,2.6,8.1,72.2,43,29.2,59.5,51.5,8.1,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Herbivore","Nectarivore","Insessorial"
"Oreotrochilus leucopleurus",0,0,0,0,0,0,0,1,1,0,"Trochilidae","Caprimulgiformes","AVIBASE-927CB5B7",5,2,3,0,4,24.3,19,2.3,2.2,7.8,68.2,40.5,27.4,59.6,48,8.2,"Updated_literature","BoW","NO","NA","NA","Grassland",3,"2","Herbivore","Nectarivore","Aerial"
"Oriolus auratus",1,0,0,0,0,0,1,0,0,0,"Oriolidae","Passeriformes","AVIBASE-D4866EAE",24,8,16,0,4,30.2,19,9.2,9.1,22.8,137.9,44.3,93,32.3,83.6,66.2,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Omnivore","Insessorial"
"Oriolus chinensis",0,0,0,1,0,0,0,0,0,0,"Oriolidae","Passeriformes","AVIBASE-CC216A71",38,13,19,6,4,35.8,25.4,10.8,11.1,26.8,150.9,43.8,106.7,29.1,98.8,82.6,"Dunning","NA","NO","NA","NA","Forest",2,"2","Omnivore","Frugivore","Insessorial"
"Oriolus kundoo",0,0,1,0,0,0,0,0,0,0,"Oriolidae","Passeriformes","AVIBASE-4C263A0E",16,5,11,0,4,30.9,19.4,9.2,8.7,23.6,138.9,46.4,93,33.3,84.6,65.6,"Updated_literature","Dunning (2021)","NO","NA","NA","Woodland",1,"3","Omnivore","Omnivore","Insessorial"
"Oriolus oriolus",1,1,0,1,0,0,1,0,0,0,"Oriolidae","Passeriformes","AVIBASE-92A772BB",29,11,18,0,4,28.5,18.2,8.9,8.5,22.5,151.6,58.8,93.8,38.5,82.9,79,"Dunning","NA","NO","NA","NA","Woodland",1,"3","Omnivore","Omnivore","Insessorial"
"Oriolus sagittatus",0,0,0,0,0,0,0,0,0,1,"Oriolidae","Passeriformes","AVIBASE-068516BB",17,7,10,0,4,33.8,20.3,8.5,9.6,25.7,145.1,41.2,102.8,28.6,100.5,95.2,"Dunning","NA","NO","NA","NA","Woodland",2,"2","Herbivore","Omnivore","Insessorial"
"Oriturus superciliosus",0,0,0,0,1,0,0,0,0,0,"Passerellidae","Passeriformes","AVIBASE-A0B9829C",5,2,3,0,4,17.2,10.3,5.8,8.1,25,79,12.4,66.8,15.7,66.2,41.4,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Omnivore","Omnivore","Generalist"
"Orthotomus sutorius",0,0,1,0,0,0,0,0,0,0,"Cisticolidae","Passeriformes","AVIBASE-AF5B727B",17,6,11,0,16,15.5,8.9,2.7,2.6,19.3,45.5,4.8,40.8,10.4,47.7,7.5,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Ortygornis pondicerianus",0,1,1,0,0,0,0,0,0,0,"Phasianidae","Galliformes","AVIBASE-B1C204EC",4,2,2,0,4,24,14.4,8.6,7.8,41.4,136.5,35.2,101.2,25.9,75.2,249.9,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Herbivore","Omnivore","Terrestrial"
"Ortygospiza atricollis",0,0,0,0,0,0,1,0,0,0,"Estrildidae","Passeriformes","AVIBASE-8E5252EB",14,6,8,0,12,9.9,6.3,4.4,5.5,14.5,51.1,9.3,41.4,18.3,31.2,10.6,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Herbivore","Granivore","Terrestrial"
"Ortyxelos meiffrenii",1,0,0,0,0,0,0,0,0,0,"Turnicidae","Charadriiformes","AVIBASE-B605A049",6,2,4,0,4,10.4,5.3,2.2,2.2,18.2,76,19.2,56.3,25.4,35.3,17.6,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Omnivore","Omnivore","Terrestrial"
"Otus brucei",0,1,1,0,0,0,0,0,0,0,"Strigidae","Strigiformes","AVIBASE-08C90B0F",4,2,2,0,4,17.2,9.1,5.1,9,31.3,159,53,106,33.4,78.2,84.4,"Dunning","NA","NO","NA","NA","Woodland",2,"2","Carnivore","Invertivore","Insessorial"
"Otus pamelae",0,1,0,0,0,0,0,0,0,0,"Strigidae","Strigiformes","AVIBASE-FB19E285",4,2,1,1,4,19.1,10.2,6,9.1,28,123.2,33.2,90,26.7,57,66.5,"Updated_literature","Dunning (2021)","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Otus scops",1,1,0,1,0,0,0,0,0,0,"Strigidae","Strigiformes","AVIBASE-2C7AA154",4,2,2,0,4,17.4,9.3,4.8,8.6,26.6,147.2,51,96.2,34.7,65.5,92,"Dunning","NA","NO","NA","NA","Woodland",2,"3","Carnivore","Invertivore","Insessorial"
"Otus senegalensis",1,0,0,0,0,0,1,0,0,0,"Strigidae","Strigiformes","AVIBASE-F0AA4FE4",7,3,2,2,5,17.6,9.6,5.4,9.3,24.5,131,34,97.2,25.9,61.3,67,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Oxyura australis",0,0,0,0,0,0,0,0,0,1,"Anatidae","Anseriformes","AVIBASE-672BA2DA",4,2,2,0,4,44.2,25.5,19.4,12.1,33.2,154,66,88,42.9,61.5,798,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Omnivore","Herbivore aquatic","Aquatic"
"Oxyura ferruginea",0,0,0,0,0,0,0,1,1,0,"Anatidae","Anseriformes","AVIBASE-3DB916F5",4,2,2,0,4,50.6,26.7,21.1,13.1,36.1,157.2,59.4,97.8,37.7,73.8,608.2,"DataFromSplit","NA","NO","NA","NA","Wetland",3,"1","Omnivore","Aquatic predator","Aquatic"
"Oxyura jamaicensis",0,0,0,0,1,1,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-675EEA7F",5,2,3,0,4,45.4,24.4,20.9,10.5,31.8,139.6,59.5,82.8,41.9,70.2,608.2,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Omnivore","Aquatic predator","Aquatic"
"Oxyura leucocephala",1,1,0,0,0,0,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-2E40EF2C",5,2,3,0,4,48,27.3,19.9,13.3,32,148.4,68.8,77.8,47,88.2,661.1,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Omnivore","Aquatic predator","Aquatic"
"Oxyura vittata",0,0,0,0,0,0,0,0,1,0,"Anatidae","Anseriformes","AVIBASE-079A8245",8,4,4,0,4,43.4,24,18.6,11.2,32.1,137.9,54.2,87,38.3,75.8,642.7,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Omnivore","Herbivore aquatic","Aquatic"
"Pachycephala rufiventris",0,0,0,0,0,0,0,0,0,1,"Pachycephalidae","Passeriformes","AVIBASE-0ABCDD1C",22,8,14,0,4,16.5,8.3,4.7,5.4,21.4,92.7,22.4,70.2,24.1,66.6,22.5,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Pachyramphus aglaiae",0,0,0,0,1,0,0,0,0,0,"Tityridae","Passeriformes","AVIBASE-D7CCEB96",5,2,3,0,4,16.9,11.3,7.1,6.6,19.7,86,17.4,68.9,20.1,66.2,29.7,"Dunning","NA","NO","NA","NA","Forest",1,"2","Omnivore","Omnivore","Insessorial"
"Pandion haliaetus",1,1,1,1,1,1,0,1,0,1,"Pandionidae","Accipitriformes","AVIBASE-1327AC55",12,5,4,3,8,47,27.7,17.3,19.6,49.8,468.4,204.8,253,44.9,201.3,1483.2,"Dunning","NA","NO","NA","NA","Marine",3,"3","Carnivore","Aquatic predator","Aerial"
"Panurus biarmicus",0,0,0,1,0,0,0,0,0,0,"Panuridae","Passeriformes","AVIBASE-7D59F91D",13,6,7,0,4,9.2,5.8,3.3,3.5,19.5,60,13.3,46.8,22.1,82.4,13.8,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Omnivore","Invertivore","Insessorial"
"Parabuteo unicinctus",0,0,0,0,1,1,0,1,1,0,"Accipitridae","Accipitriformes","AVIBASE-FBED1927",5,2,3,0,4,34.4,21.4,11.4,16.6,81.6,320.8,99.8,223.2,30.8,222,850.3,"Dunning","NA","NO","NA","NA","Shrubland",2,"2","Carnivore","Vertivore","Insessorial"
"Pardalotus punctatus",0,0,0,0,0,0,0,0,0,1,"Pardalotidae","Passeriformes","AVIBASE-54C12F34",21,8,13,0,4,8,4.3,3.2,3.7,17.4,56.5,13.7,41.3,24.8,27.6,8.7,"Dunning","NA","NO","NA","NA","Forest",2,"1","Omnivore","Invertivore","Insessorial"
"Pardalotus rubricatus",0,0,0,0,0,0,0,0,0,1,"Pardalotidae","Passeriformes","AVIBASE-83FCEF52",14,5,8,1,4,9.8,6,3.7,4.3,19.6,63.2,18.2,45.6,28.6,32.5,10.9,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Pardalotus striatus",0,0,0,0,0,0,0,0,0,1,"Pardalotidae","Passeriformes","AVIBASE-747BFF64",23,7,16,0,4,9,5.1,3.4,4,19.1,63.7,18.9,48.3,28,30.7,11.4,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Pardirallus sanguinolentus",0,0,0,0,0,0,0,1,1,0,"Rallidae","Gruiformes","AVIBASE-E20AD288",5,2,3,0,4,54.1,34.8,4,7.5,42.1,126.2,31.2,94.8,24.8,63.2,232,"Dunning","NA","NO","NA","NA","Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial"
"Parkesia motacilla",0,0,0,0,1,1,0,0,0,0,"Parulidae","Passeriformes","AVIBASE-7AB0F3A4",5,2,3,0,4,17.1,11,4.2,4.5,22.3,79.8,23.6,56.1,29.7,49,19.9,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Terrestrial"
"Parkesia noveboracensis",0,0,0,0,1,1,0,1,0,0,"Parulidae","Passeriformes","AVIBASE-709AF716",57,4,6,47,4,18.8,9.7,3.5,3.7,23,73.9,21,54.2,28,49.9,16.3,"Dunning","NA","NO","NA","NA","Shrubland",1,"3","Carnivore","Invertivore","Terrestrial"
"Parus major",1,0,0,1,0,0,0,0,0,0,"Paridae","Passeriformes","AVIBASE-E15BC0CB",25,11,14,0,4,12.2,8.5,4.1,4.3,18.4,74.2,14,60.6,18.8,64.6,16.3,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Invertivore","Insessorial"
"Passer ammodendri",0,0,0,1,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-17AC96E0",5,2,3,0,4,13,8.8,5.2,6.8,19,77.4,18.9,57.8,24.6,67.2,28.9,"Dunning","NA","NO","NA","NA","Desert",3,"1","Herbivore","Granivore","Terrestrial"
"Passer diffusus",0,0,0,0,0,0,1,0,0,0,"Passeridae","Passeriformes","AVIBASE-7EB3ECC4",5,2,3,0,4,12.4,8.6,5.8,7.1,19,80.7,18.5,62.4,22.9,64,24.2,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Herbivore","Granivore","Terrestrial"
"Passer domesticus",1,1,1,1,1,1,1,1,1,1,"Passeridae","Passeriformes","AVIBASE-240E3390",25,12,13,0,8,13.5,9.1,6.3,7.4,17.9,74.9,20.4,54.4,27.3,57.2,26.5,"Dunning","NA","NO","NA","NA","Human Modified",3,"1","Herbivore","Granivore","Terrestrial"
"Passer euchlorus",0,1,0,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-24E0C8A6",5,2,3,0,4,10.5,7.1,5.2,6.1,15.7,59.1,10.8,48.6,18,48.8,14,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Herbivore","Granivore","Terrestrial"
"Passer griseus",1,0,0,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-E10D0809",8,4,4,0,4,14.2,9.7,6.3,7.4,18.1,78.9,16.3,62.5,20.7,59,27.8,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Herbivore","Granivore","Terrestrial"
"Passer hispaniolensis",1,1,1,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-5A8E09A1",23,6,17,0,13,15.4,10.5,7.3,8.4,19.9,76.3,19.9,56.4,26,54.7,24.2,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Terrestrial"
"Passer insularis",0,1,0,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-E2E3F3F4",4,2,2,0,4,15,11.1,6.8,9.5,20.1,73.2,10.7,62.5,14.6,62.2,27.3,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Terrestrial"
"Passer italiae",1,0,0,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-3718C3F9",17,5,12,0,9,15.1,9.6,7.2,8,19.3,76.9,20,56.9,26,56,28.3,"Updated_literature","Dunning (2021)","NO","NA","NA","Human Modified",3,"1","Herbivore","Granivore","Terrestrial"
"Passer luteus",1,0,0,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-4C373DA1",5,2,3,0,4,10.7,7.1,5.2,6,15.7,62.6,13.4,49.1,21.4,49.8,11.2,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Herbivore","Granivore","Terrestrial"
"Passer melanurus",0,0,0,0,0,0,1,0,0,0,"Passeridae","Passeriformes","AVIBASE-DEE88DF6",5,1,4,0,4,12.9,9,6.6,8.2,19.2,74.6,18,57,24,58.6,29.5,"Dunning","NA","NO","NA","NA","Woodland",3,"1","Herbivore","Granivore","Terrestrial"
"Passer moabiticus",0,1,0,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-7D19D9ED",5,2,3,0,4,10.6,7.8,5.4,6.5,15.6,58.9,11.3,46.8,19.5,48.6,16.5,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Terrestrial"
"Passer montanus",0,0,0,1,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-C22FBF8D",50,13,17,20,8,13.2,8.2,5.5,6.5,16.4,67.9,16.7,51.2,24.6,51,21.4,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Granivore","Terrestrial"
"Passer motitensis",0,0,0,0,0,0,1,0,0,0,"Passeridae","Passeriformes","AVIBASE-3E2EFDA6",4,1,3,0,3,14.1,9.9,6.7,8.5,18.9,77.5,12.2,63.2,16.1,53.5,30.2,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Herbivore","Granivore","Terrestrial"
"Passer pyrrhonotus",0,0,1,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-E60EFA61",5,2,3,0,4,11,7.6,5.5,6.5,16.6,66.2,16.1,49.4,24.6,51.2,22,"EltonTraits_GenAvg","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Terrestrial"
"Passer simplex",1,0,0,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-B4037E8F",5,2,3,0,4,12,7.7,5.7,7.4,19.8,75.8,18.9,56.1,25.2,55.4,19.5,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Omnivore","Granivore","Terrestrial"
"Passer swainsonii",1,0,0,0,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-F375B25B",5,2,3,0,4,15,9.9,6.5,8.1,19.5,87,17.4,68.3,20.2,70.6,31.6,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Terrestrial"
"Passerculus sandwichensis",0,0,0,0,1,1,0,0,0,0,"Passerellidae","Passeriformes","AVIBASE-31CE00C7",4,1,3,0,4,12.8,8.3,4.1,5.4,20.7,72.8,17.6,55.2,24.1,51.2,20,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Omnivore","Omnivore","Generalist"
"Passerella iliaca",0,0,0,0,1,1,0,0,0,0,"Passerellidae","Passeriformes","AVIBASE-3A7B1F59",6,2,4,0,4,13.5,8.5,5.3,7.4,24.1,83.7,21.9,61.9,26.1,71.3,33.3,"Dunning","NA","NO","NA","NA","Forest",1,"3","Omnivore","Omnivore","Generalist"
"Pastor roseus",0,1,1,1,0,0,0,0,0,0,"Sturnidae","Passeriformes","AVIBASE-24208346",12,3,4,5,4,23,14.5,5.2,6.3,30.1,128.9,47.5,81.6,36.8,71,73,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Omnivore","Omnivore","Insessorial"
"Pavo cristatus",0,1,1,0,1,1,1,0,1,1,"Phasianidae","Galliformes","AVIBASE-A8C34DC9",5,2,3,0,4,49.1,22.8,13,12.2,130,445.2,124.4,311.1,28.7,403.2,4154.8,"Dunning","NA","NO","NA","NA","Forest",2,"1","Omnivore","Omnivore","Terrestrial"
"Pelecanoides magellani",0,0,0,0,0,0,0,0,1,0,"Procellariidae","Procellariiformes","AVIBASE-C849C714",5,2,3,0,4,26.3,12.3,5.8,6,26.1,125.6,60.5,63.8,48.6,41.4,134,"Dunning","NA","NO","NA","NA","Marine",3,"2","Carnivore","Aquatic predator","Aquatic"
"Pelecanus conspicillatus",0,0,0,0,0,0,0,0,0,1,"Pelecanidae","Pelecaniformes","AVIBASE-507E4975",4,2,0,2,4,414.2,389.8,46.9,48.2,114.5,601.5,282,319.6,47,151.2,5505,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Aquatic"
"Pelecanus crispus",0,0,1,0,0,0,0,0,0,0,"Pelecanidae","Pelecaniformes","AVIBASE-7C6D8BA2",5,2,3,0,4,414,377,50.6,48.5,115.2,687,297.5,390.2,43.3,197.9,9512.1,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Aquatic"
"Pelecanus erythrorhynchos",0,0,0,0,1,1,0,0,0,0,"Pelecanidae","Pelecaniformes","AVIBASE-866903B9",5,0,2,3,4,319.8,296.8,39.6,38.8,115.9,561,251,308.8,44.9,146.2,5608.5,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Aquatic"
"Pelecanus occidentalis",0,0,0,0,1,1,0,0,0,0,"Pelecanidae","Pelecaniformes","AVIBASE-F59AB6B3",5,2,0,3,4,319.5,285,38.8,43.4,71.7,494.6,241,259.5,48.1,128.2,3427.8,"Dunning","NA","NO","NA","NA","Marine",3,"1","Carnivore","Aquatic predator","Aerial"
"Pelecanus onocrotalus",1,1,1,0,0,0,0,0,0,0,"Pelecanidae","Pelecaniformes","AVIBASE-8BAFB01E",5,2,3,0,4,359,341.8,54.4,49.1,128.5,646.4,266.8,366.8,42.1,160.8,9322.3,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Aquatic"
"Pelecanus rufescens",1,1,0,0,0,0,1,0,0,0,"Pelecanidae","Pelecaniformes","AVIBASE-8D24E93C",5,3,2,0,4,371.3,323.8,44.2,42.9,100.5,583,252.2,330.8,43.3,174.5,5419.6,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Aquatic"
"Pelecanus thagus",0,0,0,0,0,0,0,1,0,0,"Pelecanidae","Pelecaniformes","AVIBASE-13048FE0",5,2,3,0,4,380.4,331,43.1,46.4,102.5,615,295.5,313.8,48.5,151.6,3427.8,"Dunning","NA","NO","NA","NA","Marine",3,"1","Carnivore","Aquatic predator","Aerial"
"Peltohyas australis",0,0,0,0,0,0,0,0,0,1,"Charadriidae","Charadriiformes","AVIBASE-C1DC658F",5,1,4,0,4,20.3,10.3,4.4,4.1,33,136.4,69.5,66,51.3,63.8,83.5,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Herbivore","Omnivore","Terrestrial"
"Perdicula argoondah",0,0,1,0,0,0,0,0,0,0,"Phasianidae","Galliformes","AVIBASE-177160F1",5,2,3,0,4,14.4,7.8,5.4,6.8,22.5,75.8,16.9,59.6,22.2,33.4,60.5,"Dunning","NA","NO","NA","NA","Rock",3,"1","Herbivore","Omnivore","Terrestrial"
"Perdix dauurica",0,0,0,1,0,0,0,0,0,0,"Phasianidae","Galliformes","AVIBASE-0923A272",5,2,3,0,4,22.5,13.5,8.8,8.8,34.8,144,50,93.6,34.8,70.2,263.4,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Herbivore","Omnivore","Terrestrial"
"Perdix perdix",0,0,0,0,0,1,0,0,0,0,"Phasianidae","Galliformes","AVIBASE-C013A20E",15,4,11,0,10,20.9,12.7,8.4,8.1,39.3,151.2,51,99.9,33.8,75.3,405.3,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Herbivore","Omnivore","Terrestrial"
"Pericrocotus divaricatus",0,0,0,1,0,0,0,0,0,0,"Campephagidae","Passeriformes","AVIBASE-622DB161",11,2,9,0,4,17.5,9.6,6,5.1,15.8,95.7,38.9,57.2,40.5,90.5,24.6,"Dunning","NA","NO","NA","NA","Forest",2,"3","Carnivore","Invertivore","Insessorial"
"Pericrocotus ethologus",0,0,0,1,0,0,0,0,0,0,"Campephagidae","Passeriformes","AVIBASE-8F319AD8",11,2,9,0,4,15.6,8,4.6,4.1,16.6,91.6,27.9,63.5,30.5,102.7,19,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Periparus ater",1,0,0,0,0,0,0,0,0,0,"Paridae","Passeriformes","AVIBASE-166CD440",26,13,13,0,4,10.7,6.3,3,3.6,15.1,61.1,13.4,47.9,21.9,46.4,9.2,"Dunning","NA","NO","NA","NA","Forest",1,"1","Omnivore","Invertivore","Insessorial"
"Periparus rubidiventris",0,0,0,1,0,0,0,0,0,0,"Paridae","Passeriformes","AVIBASE-D5567296",4,2,2,0,4,11.5,7.6,3.7,4.2,19.4,69.6,13.1,56.6,18.8,50.5,11.8,"Dunning","NA","NO","NA","NA","Forest",1,"1","Carnivore","Invertivore","Insessorial"
"Pernis apivorus",1,1,0,0,0,0,0,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-ED5A7E8F",14,7,7,0,4,34.8,19.1,11.7,13.7,43.9,407.4,154.2,253,37.9,253.2,754.4,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Pernis ptilorhynchus",0,1,1,1,0,0,0,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-1192205B",5,2,3,0,4,55.9,21.4,13.1,15.4,49,413.6,130.7,278.6,32,263.8,1141.1,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Petrochelidon ariel",0,0,0,0,0,0,0,0,0,1,"Hirundinidae","Passeriformes","AVIBASE-7FB74396",15,9,6,0,4,8.7,4.2,3.8,2.4,10.3,92.4,47.2,45.8,50.7,47.1,10.8,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Invertivore","Aerial"
"Petrochelidon fluvicola",0,1,1,0,0,0,0,0,0,0,"Hirundinidae","Passeriformes","AVIBASE-A4062482",7,4,3,0,4,8.5,4,3,2.2,10.5,92.5,47.1,45.4,50.9,45.5,9.7,"Dunning","NA","NO","NA","NA","Shrubland",3,"2","Carnivore","Invertivore","Aerial"
"Petrochelidon fulva",0,0,0,0,1,0,0,0,0,0,"Hirundinidae","Passeriformes","AVIBASE-79A1EDEC",5,2,3,0,4,10.5,5.6,4.6,3.2,12.5,102.9,54.1,48.7,52.6,48.2,19,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Aerial"
"Petrochelidon nigricans",0,0,0,0,0,0,0,0,0,1,"Hirundinidae","Passeriformes","AVIBASE-CF1BEA6B",11,6,5,0,4,10.3,4.3,3.6,2.5,10.8,107.6,56.8,49.9,53.2,58.1,15.4,"Dunning","NA","NO","NA","NA","Shrubland",2,"2","Carnivore","Invertivore","Aerial"
"Petrochelidon pyrrhonota",0,0,0,0,1,1,0,1,1,0,"Hirundinidae","Passeriformes","AVIBASE-F5C181CA",12,3,5,4,4,11.3,5.9,4.5,3,12.6,109.3,54.2,56.4,49,49.2,21.6,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Aerial"
"Petrochelidon spilodera",0,0,0,0,0,0,1,0,0,0,"Hirundinidae","Passeriformes","AVIBASE-7D1AE743",6,3,3,0,4,11.1,5.6,3.9,3,13.2,111.4,52.3,59.1,46.9,60.7,20.6,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Aerial"
"Petroica goodenovii",0,0,0,0,0,0,0,0,0,1,"Petroicidae","Passeriformes","AVIBASE-A70DE4FC",14,7,7,0,4,11.8,6.7,2.9,2.8,16.8,61,15.5,46,25.1,45.8,8.9,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Petronia petronia",1,0,0,1,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-F8748F12",13,4,8,1,4,15.7,11,7,9.1,16.9,93,31.1,61.8,33.4,60.2,30.2,"Dunning","NA","NO","NA","NA","Rock",3,"1","Herbivore","Granivore","Terrestrial"
"Petrophassa albipennis",0,0,0,0,0,0,0,0,0,1,"Columbidae","Columbiformes","AVIBASE-5AC3491A",5,2,3,0,4,18.6,9.7,3.5,3.4,21.9,132.8,32.2,100,24.4,106.8,124.3,"Dunning","NA","NO","NA","NA","Rock",3,"1","Herbivore","Granivore","Terrestrial"
"Peucaea botterii",0,0,0,0,1,0,0,0,0,0,"Passerellidae","Passeriformes","AVIBASE-F4C9CD76",5,2,3,0,4,14.3,8.6,4.9,6.6,21.2,63.9,7.2,55.4,11.5,64,19.9,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Terrestrial"
